lockitver|DO NOT DELETE THIS LINE! 2896
itm_no_item|OBJET INVALIDE
itm_no_item_pl|OBJETS INVALIDES
itm_tutorial_spear|Épieu
itm_tutorial_spear_pl|Épieux
itm_tutorial_club|Gourdin
itm_tutorial_club_pl|Gourdins
itm_tutorial_battle_axe|Hache de combat
itm_tutorial_battle_axe_pl|Haches de combat
itm_tutorial_arrows|Flèches 
itm_tutorial_arrows_pl|Flèches 
itm_tutorial_bolts|Carreaux 
itm_tutorial_bolts_pl|Carreaux 
itm_tutorial_short_bow|Arc court 
itm_tutorial_short_bow_pl|Arcs courts
itm_tutorial_crossbow|Arbalète 
itm_tutorial_crossbow_pl|Arbalètes
itm_tutorial_throwing_daggers|Dagues de jet 
itm_tutorial_throwing_daggers_pl|Dagues de jet 
itm_tutorial_saddle_horse|Cheval de selle
itm_tutorial_saddle_horse_pl|Chevaux de selle
itm_tutorial_shield|Grand écu
itm_tutorial_shield_pl|Grands écus
itm_tutorial_staff_no_attack|Bâton
itm_tutorial_staff_no_attack_pl|Bâtons
itm_tutorial_staff|Bâton
itm_tutorial_staff_pl|Bâtons
itm_tutorial_sword|Épée
itm_tutorial_sword_pl|Épées
itm_tutorial_axe|Hache 
itm_tutorial_axe_pl|Haches
itm_tutorial_dagger|Dague
itm_tutorial_dagger_pl|Dagues
itm_horse_meat|Viande de cheval
itm_horse_meat_pl|Viandes de cheval
itm_practice_sword|Épée d'entraînement
itm_practice_sword_pl|Épées d'entraînement
itm_heavy_practice_sword|Épée lourde d'entraînement 
itm_heavy_practice_sword_pl|Épées lourdes d'entraînement 
itm_practice_dagger|Dague d'entraînement
itm_practice_dagger_pl|Dagues d'entraînement
itm_practice_axe|Hache d'entraînement
itm_practice_axe_pl|Haches d'entraînement
itm_arena_axe|Hache 
itm_arena_axe_pl|Haches 
itm_arena_sword|Épée
itm_arena_sword_pl|Épées
itm_arena_sword_two_handed|Épée à deux mains
itm_arena_sword_two_handed_pl|Épées à deux mains
itm_arena_lance|Lance
itm_arena_lance_pl|Lances
itm_practice_staff|Bâton d'entraînement
itm_practice_staff_pl|Bâtons d'entraînement
itm_practice_lance|Lance d'entraînement
itm_practice_lance_pl|Lances d'entraînement
itm_practice_shield|Bouclier d'entraînement
itm_practice_shield_pl|Boucliers d'entraînement
itm_practice_bow|Arc d'entraînement 
itm_practice_bow_pl|Arcs d'entraînement 
itm_practice_crossbow|Arbalète d'entraînement
itm_practice_crossbow_pl|Arbalètes d'entraînement
itm_practice_javelin|Javelot d'entraînement
itm_practice_javelin_pl|Javelots d'entraînement
itm_practice_javelin_melee|Javeline d'entraînement
itm_practice_javelin_melee_pl|Javelines d'entraînement
itm_practice_throwing_daggers|Dagues de jet 
itm_practice_throwing_daggers_pl|Dagues de jet 
itm_practice_throwing_daggers_100_amount|Dagues de jet 
itm_practice_throwing_daggers_100_amount_pl|Dagues de jet 
itm_practice_horse|Cheval d'entraînement
itm_practice_horse_pl|Chevaux d'entraînement
itm_practice_arrows|Flèches d'entraînement
itm_practice_arrows_pl|Flèches d'entraînement
itm_practice_bolts|Carreaux d'entraînement
itm_practice_bolts_pl|Carreaux d'entraînement
itm_practice_arrows_10_amount|Flèches d'entraînement
itm_practice_arrows_10_amount_pl|Flèches d'entraînement
itm_practice_arrows_100_amount|Flèches d'entraînement
itm_practice_arrows_100_amount_pl|Flèches d'entraînement
itm_practice_bolts_9_amount|Carreaux d'entraînement
itm_practice_bolts_9_amount_pl|Carreaux d'entraînement
itm_practice_boots|Bottes d'entraînement
itm_practice_boots_pl|Bottes d'entraînement
itm_red_tourney_armor|Armure de tournoi rouge
itm_red_tourney_armor_pl|Armures de tournoi rouges
itm_blue_tourney_armor|Armure de tournoi bleue
itm_blue_tourney_armor_pl|Armures de tournoi bleues
itm_green_tourney_armor|Armure de tournoi verte
itm_green_tourney_armor_pl|Armures de tournoi vertes
itm_gold_tourney_armor|Armure de tournoi dorée
itm_gold_tourney_armor_pl|Armures de tournoi dorées
itm_red_tourney_helmet|Heaume de tournoi rouge
itm_red_tourney_helmet_pl|Heaumes de tournoi rouges
itm_blue_tourney_helmet|Heaume de tournoi bleu
itm_blue_tourney_helmet_pl|Heaumes de tournoi bleus
itm_green_tourney_helmet|Heaume de tournoi vert
itm_green_tourney_helmet_pl|Heaumes de tournoi verts
itm_gold_tourney_helmet|Heaume de tournoi doré
itm_gold_tourney_helmet_pl|Heaumes de tournoi dorés
itm_arena_shield_red|Bouclier
itm_arena_shield_red_pl|Boucliers
itm_arena_shield_blue|Bouclier
itm_arena_shield_blue_pl|Boucliers
itm_arena_shield_green|Bouclier
itm_arena_shield_green_pl|Boucliers
itm_arena_shield_yellow|Bouclier
itm_arena_shield_yellow_pl|Boucliers
itm_arena_armor_white|Armure de gladiateur blanche
itm_arena_armor_white_pl|Armures de gladiateur blanches
itm_arena_armor_red|Armure de gladiateur rouge
itm_arena_armor_red_pl|Armures de gladiateur rouges
itm_arena_armor_blue|Armure de gladiateur bleue
itm_arena_armor_blue_pl|Armures de gladiateur bleues
itm_arena_armor_green|Armure de galdiateur verte
itm_arena_armor_green_pl|Armures de gladiateur vertes
itm_arena_armor_yellow|Armure de gladiateur jaune
itm_arena_armor_yellow_pl|Armures de gladiateur jaunes
itm_arena_tunic_white|Tunique de gladiateur blanche
itm_arena_tunic_white_pl|Tuniques de gladiateur blanches
itm_arena_tunic_red|Tunique de gladiateur rouge
itm_arena_tunic_red_pl|Tuniques de gladiateur rouges
itm_arena_tunic_blue|Tunique de gladiateur bleue
itm_arena_tunic_blue_pl|Tuniques de gladiateur bleues
itm_arena_tunic_green|Tunique de gladiateur verte
itm_arena_tunic_green_pl|Tuniques de gladiateur vertes
itm_arena_tunic_yellow|Tunique de gladiateur jaune
itm_arena_tunic_yellow_pl|Tuniques de gladiateur jaunes
itm_arena_helmet_red|Heaume de gladiateur rouge
itm_arena_helmet_red_pl|Heaumes de gladiateur rouges
itm_arena_helmet_blue|Heaume de gladiateur bleu
itm_arena_helmet_blue_pl|Heaumes de gladiateur bleus
itm_arena_helmet_green|Heaume de gladiateur vert
itm_arena_helmet_green_pl|Heaumes de gladiateur verts
itm_arena_helmet_yellow|Heaume de gladiateur jaune
itm_arena_helmet_yellow_pl|Heaumes de gladiateur jaunes
itm_steppe_helmet_white|Heaume des steppes blanc
itm_steppe_helmet_white_pl|Heaumes des steppes blancs
itm_steppe_helmet_red|Heaume des steppes rouge
itm_steppe_helmet_red_pl|Heaumes des steppes rouges
itm_steppe_helmet_blue|Heaume des steppes bleu
itm_steppe_helmet_blue_pl|Heaumes des steppes bleus
itm_steppe_helmet_green|Heaume des steppes vert
itm_steppe_helmet_green_pl|Heaumes des steppes verts
itm_steppe_helmet_yellow|Heaume des steppes jaune
itm_steppe_helmet_yellow_pl|Heaumes des steppes jaunes
itm_tourney_helm_white|Casque de tournoi blanc
itm_tourney_helm_white_pl|Casques de tournoi blancs
itm_tourney_helm_red|Casque de tournoi rouge
itm_tourney_helm_red_pl|Casques de tournoi rouges
itm_tourney_helm_blue|Casque de tournoi bleu
itm_tourney_helm_blue_pl|Casques de tournoi bleus
itm_tourney_helm_green|Casque de tournoi vert
itm_tourney_helm_green_pl|Casques de tournoi verts
itm_tourney_helm_yellow|Casque de tournoi jaune
itm_tourney_helm_yellow_pl|Casques de tournoi jaunes
itm_arena_turban_red|Turban de l'arène
itm_arena_turban_red_pl|Turbans de l'arène
itm_arena_turban_blue|Turban de l'arène
itm_arena_turban_blue_pl|Turbans de l'arène
itm_arena_turban_green|Turban de l'arène
itm_arena_turban_green_pl|Turbans de l'arène
itm_arena_turban_yellow|Turban de l'arène
itm_arena_turban_yellow_pl|Turbans de l'arène
itm_book_tactics|De Re Militari
