dlga_award_fief_to_vassal:award_fief_to_vassal_defer|我 想 把 这 个 任 命 先 放 一 放， 等 我 听 取 了 其 他 人 的 意 见 之 后， 再 作 决 定。
dlga_award_fief_to_vassal_defer:close_window|如 你 所 愿， {陛 下/尊 敬 的 女 士}。 你 可 以 改 日 再 作 决 定。
dlga_award_fief_to_vassal_2:close_window|如 你 所 愿， {陛 下/尊 敬 的 女 士}。 {reg6?我 :{reg7?你 :{s11}}}将 成 为 {s1}的 新 {reg3?主 人 :主 人 }。 
dlga_event_triggered:center_captured_rebellion|{s1}目 前 还 无 人 治 理。 我 应 该 把 这 权 力 交 给 谁 呢？ 
dlga_center_captured_rebellion:center_captured_rebellion_2|{s11}。 {s1}
dlga_center_captured_rebellion:center_captured_rebellion_2.1|拜 托 了， {s65}， 我 想 把 {s1}留 给 自 己。 （ 封 地： {s0}） 
dlga_center_captured_rebellion:center_captured_rebellion_2.2|{s66}， 你 可 以 保 留 {s1}。 （ 封 地:{s0}） 
dlga_center_captured_rebellion_2:close_window|嗯。 好 吧， {playername}。 我 很 看 重 你 的 意 见。 {reg6?我 :{reg7?你 :{s11}}}将 会 是 {s1}的 新 {reg3?主 人 :主 人 }。 
dlga_start:fighter_talk|你 好。 我 们 正 在 进 行 对 战 训 练， 以 免 生 疏 了 技 艺。 看 上 去 你 也 需 要 来 一 场 训 练。 何 不 加 入 我 们 呢， 我 们 能 教 你 一 些 诀 窍。 如 果 你 有 任 何 有 关 战 斗 的 概 念 问 题， 说 出 来， 我 会 尽 力 为 你 解 答。 
dlga_start:fighter_talk.1|你 想 练 习 什 么？ 
dlga_fighter_pretalk:fighter_talk|告 诉 我 你 想 要 进 行 哪 种 练 习。 
dlga_fighter_talk:fighter_talk_train_attack|我 想 练 习 攻 击。 
dlga_fighter_talk:fighter_talk_train_parry|我 想 练 习 用 武 器 格 挡。 
dlga_fighter_talk:fighter_talk_train_combat|我 们 来 点 对 战 练 习 吧。 
dlga_fighter_talk:close_window|离 开。 
dlga_fighter_talk_train_attack:fighter_talk_train_attack_2|好， 攻 击 的 基 本 方 向 有 四 个， 分 别 是 竖 直 劈 砍 、 右 侧 挥 击， 左 侧 挥 击 和 正 面 突 刺。 接 下 来， 由 我 来 指 挥 攻 击 方 向， 你 要 尽 量 按 照 指 令 做 出 正 确 的 攻 击 动 作。 ^^( 按 下 鼠 标 左 键 的 同 时， 移 动 你 的 鼠 标 以 指 定 攻 击 方 向。 比 如， 要 完 成 一 次 竖 直 劈 砍， 你 需 要 在 按 下 鼠 标 左 键 的 瞬 间， 向 上 移 动 鼠 标。 屏 幕 上 的 图 标 会 帮 助 你 做 出 正 确 的 动 作。 ) 
