trp_multiplayer_profile_troop_male|multiplayer profile troop male
trp_multiplayer_profile_troop_male_pl|multiplayer profile troop male
trp_multiplayer_profile_troop_female|multiplayer profile troop female
trp_multiplayer_profile_troop_female_pl|multiplayer profile troop female
trp_temp_troop|Geçici Birlik{***}
trp_temp_troop_pl|geçici birlik
trp_find_item_cheat|find item cheat
trp_find_item_cheat_pl|find item cheat
trp_random_town_sequence|Rastgele Kasaba Sırası
trp_random_town_sequence_pl|Rastgele Kasaba Sırası
trp_tournament_participants|Turnuva Katılımcıları
trp_tournament_participants_pl|Turnuva Katılımcıları
trp_tutorial_maceman|Gürzcü
trp_tutorial_maceman_pl|Gürzcüler
trp_tutorial_archer|Okçu
trp_tutorial_archer_pl|Okçular
trp_tutorial_swordsman|Kılıçlı
trp_tutorial_swordsman_pl|Kılıçlılar
trp_novice_fighter|Acemi Savaşçı
trp_novice_fighter_pl|Acemi Savaşçılar
trp_regular_fighter|Gedikli Savaşçı
trp_regular_fighter_pl|Gedikli Savaşçılar
trp_veteran_fighter|Kıdemli Savaşçı
trp_veteran_fighter_pl|Kıdemli Savaşçılar
trp_champion_fighter|Usta Savaşçı
trp_champion_fighter_pl|Usta Savaşçılar
trp_arena_training_fighter_1|Acemi Savaşçı
trp_arena_training_fighter_1_pl|Acemi Savaşçılar
trp_arena_training_fighter_2|Acemi Savaşçı
trp_arena_training_fighter_2_pl|Acemi Savaşçılar
trp_arena_training_fighter_3|Gedikli Savaşçı
trp_arena_training_fighter_3_pl|Gedikli Savaşçılar
trp_arena_training_fighter_4|Gedikli Savaşçı
trp_arena_training_fighter_4_pl|Gedikli Savaşçılar
trp_arena_training_fighter_5|Gedikli Savaşçı
trp_arena_training_fighter_5_pl|Gedikli Savaşçılar
trp_arena_training_fighter_6|Kıdemli Savaşçı
trp_arena_training_fighter_6_pl|Kıdemli Savaşçılar
trp_arena_training_fighter_7|Kıdemli Savaşçı
trp_arena_training_fighter_7_pl|Kıdemli Savaşçılar
trp_arena_training_fighter_8|Kıdemli Savaşçı
trp_arena_training_fighter_8_pl|Kıdemli Savaşçılar
trp_arena_training_fighter_9|Usta Savaşçı
trp_arena_training_fighter_9_pl|Usta Savaşçılar
trp_arena_training_fighter_10|Usta Savaşçı
trp_arena_training_fighter_10_pl|Usta Savaşçılar
trp_cattle|Sığır
trp_cattle_pl|Sığırlar
trp_farmer|Çiftçi
trp_farmer_pl|Çiftçiler
trp_townsman|Kasabalı
trp_townsman_pl|Kasabalılar
trp_watchman|Gözcü
trp_watchman_pl|Gözcüler
trp_caravan_guard|Kervan Muhafızı
trp_caravan_guard_pl|Kervan Muhafızıları
trp_mercenary_swordsman|Kılıçlı Paralı Asker
trp_mercenary_swordsman_pl|Kılıçlı Paralı Askerler
trp_hired_blade|Kiralık Kılıç
trp_hired_blade_pl|Kiralık Kılıçlar
trp_mercenary_crossbowman|Arbaletli Paralı Asker
trp_mercenary_crossbowman_pl|Arbaletli Paralı Askerler
trp_mercenary_horseman|Atlı Paralı Asker
trp_mercenary_horseman_pl|Atlı Paralı Askerler
trp_mercenary_cavalry|Paralı Süvari
trp_mercenary_cavalry_pl|Paralı Süvariler
trp_mercenaries_end|mercenaries end
trp_mercenaries_end_pl|mercenaries end
trp_swadian_recruit|Svadyalı Acemi
trp_swadian_recruit_pl|Svadyalı Acemiler
trp_swadian_militia|Svadyalı Milis
trp_swadian_militia_pl|Svadyalı Milisler
trp_swadian_footman|Svadyalı Yaya
trp_swadian_footman_pl|Svadyalı Yayalar
trp_swadian_infantry|Svadyalı Piyade
trp_swadian_infantry_pl|Svadyalı Piyadeler
trp_swadian_sergeant|Svadyalı Çavuş
trp_swadian_sergeant_pl|Svadyalı Çavuşlar
trp_swadian_skirmisher|Svadyalı Avcı
trp_swadian_skirmisher_pl|Svadyalı Avcılar
trp_swadian_crossbowman|Svadyalı Arbaletçi
trp_swadian_crossbowman_pl|Svadyalı Arbaletçiler
trp_swadian_sharpshooter|Svadyalı Keskin Nişancı
trp_swadian_sharpshooter_pl|Svadyalı Keskin Nişancılar
trp_swadian_man_at_arms|Svadyalı Zırhlı Süvari
