trp_multiplayer_profile_troop_male|perfil multijugador masculino
trp_multiplayer_profile_troop_male_pl|perfil multijugador masculino
trp_multiplayer_profile_troop_female|perfil multijugador femenino
trp_multiplayer_profile_troop_female_pl|perfil multijugador femenino
trp_multiplayer_profile_troop_chaos|multiplayer profile troop chaos
trp_multiplayer_profile_troop_chaos_pl|multiplayer profile troop chaos
trp_temp_troop|Tropa temporal
trp_temp_troop_pl|Tropa temporal
trp_find_item_cheat|find item cheat
trp_find_item_cheat_pl|find item cheat
trp_random_town_sequence|Secuencia al azar del pueblo
trp_random_town_sequence_pl|Secuencia al azar del pueblo
trp_tournament_participants|Participantes del torneo
trp_tournament_participants_pl|Participantes del torneo
trp_tutorial_maceman|Macero
trp_tutorial_maceman_pl|Macero
trp_tutorial_archer|Arquero
trp_tutorial_archer_pl|Arquero
trp_tutorial_swordsman|Espadachín
trp_tutorial_swordsman_pl|Espadachín
trp_novice_fighter|Luchador novicio
trp_novice_fighter_pl|Luchadores novicios
trp_regular_fighter|Luchador regular
trp_regular_fighter_pl|Luchadores regulares
trp_veteran_fighter|Luchador veterano
trp_veteran_fighter_pl|Luchadores veteranos
trp_champion_fighter|Luchador campeón
trp_champion_fighter_pl|Luchadores campeones
trp_arena_training_fighter_1|Luchador novicio
trp_arena_training_fighter_1_pl|Luchadores novicios
trp_arena_training_fighter_2|Luchador novicio
trp_arena_training_fighter_2_pl|Luchadores novicios
trp_arena_training_fighter_3|Luchador regular
trp_arena_training_fighter_3_pl|Luchadores regulares
trp_arena_training_fighter_4|Luchador regular
trp_arena_training_fighter_4_pl|Luchadores regulares
trp_arena_training_fighter_5|Luchador regular
trp_arena_training_fighter_5_pl|Luchadores regulares
trp_arena_training_fighter_6|Luchador veterano
trp_arena_training_fighter_6_pl|Luchadores veteranos
trp_arena_training_fighter_7|Luchador veterano
trp_arena_training_fighter_7_pl|Luchadores veteranos
trp_arena_training_fighter_8|Luchador veterano
trp_arena_training_fighter_8_pl|Luchadores veteranos
trp_arena_training_fighter_9|Luchador campeón
trp_arena_training_fighter_9_pl|Luchadores campeones
trp_arena_training_fighter_10|Luchador campeón
trp_arena_training_fighter_10_pl|Luchadores campeones
trp_cattle|Ganado
trp_cattle_pl|Ganado
trp_farmer|Granjero
trp_farmer_pl|Granjeros
trp_townsman|Ciudadano
trp_townsman_pl|Ciudadanos
trp_watchman|Vigilante
trp_watchman_pl|Vigilantes
trp_caravan_guard|Guardia mercenario
trp_caravan_guard_pl|Guardias mercenarios
trp_tichi_huichi_raiders|Saqueador Tichi Huichi
trp_tichi_huichi_raiders_pl|Saqueadores Tichi Huichi
trp_amazon_woman|Amazona
trp_amazon_woman_pl|Amazonas
trp_amazon_archer|Arquera amazona
trp_amazon_archer_pl|Arqueras amazonas
trp_amazon_warrior|Guerrera amazona
trp_amazon_warrior_pl|Guerreras amazonas
trp_gorol|Gorol
trp_gorol_pl|Gorols
trp_highelf_harbinger|Ellyrian Harbinger
trp_highelf_harbinger_pl|Ellyrian Harbingers
trp_woodelf_waywatcher|Vigilante de caminos
trp_woodelf_waywatcher_pl|Vigilantes de caminos
trp_merc_halfling_militia|Miliciano alabardero mediano
trp_merc_halfling_militia_pl|Milicianos medianos
trp_merc_halfling_fieldwarden|Vigilante mediano mercenario
trp_merc_halfling_fieldwarden_pl|Vigilantes medianos
trp_merc_halfling_scout|Explorador mediano
trp_merc_halfling_scout_pl|Exploradores medianos
trp_mercenary_ogre|Ogro mercenario
trp_mercenary_ogre_pl|Ogros mercenarios
trp_mercenary_leadbelcher|Leadbelcher mercenario
trp_mercenary_leadbelcher_pl|Leadbelchers mercenarios
