itm_no_item|OBJETO INVALIDO
itm_no_item_pl|OBJETO INVALIDO
itm_tutorial_spear|Lanza
itm_tutorial_spear_pl|Lanza
itm_tutorial_club|Palo
itm_tutorial_club_pl|Palo
itm_tutorial_battle_axe|Hacha de batalla
itm_tutorial_battle_axe_pl|Hacha de batalla
itm_tutorial_arrows|Flechas
itm_tutorial_arrows_pl|Flechas
itm_tutorial_bolts|Virotes
itm_tutorial_bolts_pl|Virotes
itm_tutorial_short_bow|Arco corto
itm_tutorial_short_bow_pl|Arco corto
itm_tutorial_crossbow|Ballesta
itm_tutorial_crossbow_pl|Ballesta
itm_tutorial_throwing_daggers|Dagas arrojadizas
itm_tutorial_throwing_daggers_pl|Dagas arrojadizas
itm_tutorial_saddle_horse|Caballo de silla
itm_tutorial_saddle_horse_pl|Caballo de silla
itm_tutorial_shield|Escudo de lágrima
itm_tutorial_shield_pl|Escudo de lágrima
itm_tutorial_staff_no_attack|Bastón
itm_tutorial_staff_no_attack_pl|Bastón
itm_tutorial_staff|Bastón
itm_tutorial_staff_pl|Bastón
itm_tutorial_sword|Espada
itm_tutorial_sword_pl|Espada
itm_tutorial_axe|Hacha
itm_tutorial_axe_pl|Hacha
itm_tutorial_dagger|Puñal
itm_tutorial_dagger_pl|Puñales
itm_horse_meat|Carne de caballo
itm_horse_meat_pl|Carne de caballo
itm_practice_sword|Espada de práctica
itm_practice_sword_pl|Espada de práctica
itm_heavy_practice_sword|Espada pesada de práctica
itm_heavy_practice_sword_pl|Espada pesada de práctica
itm_practice_dagger|Puñal de práctica
itm_practice_dagger_pl|Puñales de práctica
itm_practice_axe|Hacha de práctica
itm_practice_axe_pl|Hacha de práctica
itm_arena_axe|Hacha
itm_arena_axe_pl|Hacha
itm_arena_sword|Espada
itm_arena_sword_pl|Espada
itm_arena_sword_two_handed|Mandoble
itm_arena_sword_two_handed_pl|Mandoble
itm_arena_lance|Lanza de caballería
itm_arena_lance_pl|Lanza de caballería
itm_practice_staff|Bastón de práctica
itm_practice_staff_pl|Bastón de práctica
itm_practice_lance|Lanza de caballería de práctica
itm_practice_lance_pl|Lanza de caballería de práctica
itm_practice_shield|Escudo de práctica
itm_practice_shield_pl|Escudo de práctica
itm_practice_bow|Arco de práctica
itm_practice_bow_pl|Arco de práctica
itm_practice_crossbow|Ballesta de práctica
itm_practice_crossbow_pl|Ballesta de práctica
itm_practice_javelin|Jabalina de práctica
